frameID 3        index 27       29       48       49       47       46       area  5.4814   circularity  0.9067   centerXYZ  7.75   4.66   10.08 
frameID 3        index 31       33       52       53       51       50       area  5.8320   circularity  0.9050   centerXYZ  12.27  4.69   10.09 
frameID 3        index 32       33       52       54       35       34       area  5.6110   circularity  0.9065   centerXYZ  14.51  3.40   10.05 
frameID 3        index 35       37       56       57       55       54       area  5.6655   circularity  0.9063   centerXYZ  16.67  4.67   10.11 
frameID 3        index 36       37       56       58       39       38       area  5.7844   circularity  0.9055   centerXYZ  18.91  3.34   10.03 
frameID 3        index 43       45       64       65       63       62       area  5.7756   circularity  0.9057   centerXYZ  3.35   7.24   9.90  
frameID 3        index 44       45       64       66       47       46       area  5.6537   circularity  0.9065   centerXYZ  5.58   5.94   10.02 
frameID 3        index 47       49       68       69       67       66       area  5.5945   circularity  0.9063   centerXYZ  7.77   7.21   9.99  
frameID 3        index 48       49       68       70       51       50       area  5.8611   circularity  0.9065   centerXYZ  9.97   5.95   10.06 
frameID 3        index 51       53       72       73       71       70       area  5.8017   circularity  0.9066   centerXYZ  12.21  7.27   10.08 
frameID 3        index 52       53       72       74       55       54       area  5.6662   circularity  0.9054   centerXYZ  14.45  5.99   10.10 
frameID 3        index 55       57       76       77       75       74       area  5.7658   circularity  0.9052   centerXYZ  16.66  7.23   10.05 
frameID 3        index 56       57       76       78       59       58       area  5.9527   circularity  0.9066   centerXYZ  18.92  5.94   10.00 
frameID 3        index 63       65       84       85       83       82       area  5.7640   circularity  0.9066   centerXYZ  3.34   9.79   9.90  
frameID 3        index 64       65       84       86       67       66       area  5.6632   circularity  0.9057   centerXYZ  5.58   8.50   9.91  
frameID 3        index 67       69       88       89       87       86       area  5.8028   circularity  0.9067   centerXYZ  7.78   9.78   9.89  
frameID 3        index 68       69       88       90       71       70       area  5.5879   circularity  0.9057   centerXYZ  9.99   8.53   9.97  
frameID 3        index 71       73       92       93       91       90       area  5.6000   circularity  0.9060   centerXYZ  12.20  9.83   10.07 
frameID 3        index 72       73       92       94       75       74       area  5.6907   circularity  0.9059   centerXYZ  14.42  8.53   10.08 
frameID 3        index 75       77       96       97       95       94       area  5.7336   circularity  0.9060   centerXYZ  16.67  9.80   10.06 
frameID 3        index 76       77       96       98       79       78       area  5.8339   circularity  0.9050   centerXYZ  18.92  8.51   10.02 
frameID 4        index 3        5        24       25       23       22       area  5.6704   circularity  0.9062   centerXYZ  3.33   2.14   10.13 
frameID 4        index 4        6        87       86       84       85       area  5.7119   circularity  0.9065   centerXYZ  5.55   11.08  9.93  
frameID 4        index 7        9        28       29       27       26       area  5.6581   circularity  0.9063   centerXYZ  7.74   2.12   10.10 
frameID 4        index 8        10       91       90       88       89       area  5.5499   circularity  0.9039   centerXYZ  10.00  11.11  9.98  
frameID 4        index 12       14       95       94       92       93       area  5.5467   circularity  0.9049   centerXYZ  14.43  11.08  10.05 
frameID 4        index 15       17       36       37       35       34       area  5.7145   circularity  0.9059   centerXYZ  16.70  2.09   10.11 
frameID 4        index 16       18       99       98       96       97       area  5.6430   circularity  0.9064   centerXYZ  18.93  11.05  10.02 
frameID 4        index 23       25       44       45       43       42       area  5.7751   circularity  0.9063   centerXYZ  3.34   4.67   10.06 
frameID 4        index 24       25       44       46       27       26       area  5.5917   circularity  0.9064   centerXYZ  5.57   3.39   10.09 
frameID 4        index 27       29       48       49       47       46       area  5.5152   circularity  0.9067   centerXYZ  7.77   4.65   10.11 
frameID 4        index 28       29       48       50       31       30       area  5.6181   circularity  0.9067   centerXYZ  9.97   3.41   10.12 
frameID 4        index 32       33       52       54       35       34       area  5.7034   circularity  0.9064   centerXYZ  14.51  3.40   10.08 
frameID 4        index 35       37       56       57       55       54       area  5.8534   circularity  0.9063   centerXYZ  16.71  4.68   10.08 
frameID 4        index 36       37       56       58       39       38       area  5.6573   circularity  0.9054   centerXYZ  18.92  3.36   10.02 
frameID 4        index 43       45       64       65       63       62       area  5.8426   circularity  0.9062   centerXYZ  3.36   7.23   9.87  
frameID 4        index 44       45       64       66       47       46       area  5.6594   circularity  0.9061   centerXYZ  5.58   5.93   10.02 
frameID 4        index 47       49       68       69       67       66       area  5.8016   circularity  0.9063   centerXYZ  7.78   7.23   10.02 
frameID 4        index 48       49       68       70       51       50       area  5.8351   circularity  0.9053   centerXYZ  10.00  5.95   10.10 
frameID 4        index 51       53       72       73       71       70       area  5.7053   circularity  0.9063   centerXYZ  12.22  7.24   10.11 
frameID 4        index 52       53       72       74       55       54       area  5.6234   circularity  0.9052   centerXYZ  14.47  5.98   10.12 
frameID 4        index 55       57       76       77       75       74       area  5.8041   circularity  0.9039   centerXYZ  16.65  7.26   10.02 
frameID 4        index 56       57       76       78       59       58       area  5.5821   circularity  0.9065   centerXYZ  18.91  5.94   9.97  
frameID 4        index 63       65       84       85       83       82       area  5.5364   circularity  0.9066   centerXYZ  3.34   9.78   9.88  
frameID 4        index 64       65       84       86       67       66       area  5.7963   circularity  0.9064   centerXYZ  5.57   8.53   9.89  
frameID 4        index 67       69       88       89       87       86       area  5.6370   circularity  0.9063   centerXYZ  7.79   9.83   9.91  
frameID 4        index 68       69       88       90       71       70       area  5.7671   circularity  0.9060   centerXYZ  9.98   8.54   10.00 
frameID 4        index 71       73       92       93       91       90       area  5.6830   circularity  0.9063   centerXYZ  12.19  9.82   10.08 
frameID 4        index 72       73       92       94       75       74       area  5.6981   circularity  0.9050   centerXYZ  14.40  8.55   10.08 
frameID 4        index 75       77       96       97       95       94       area  5.7381   circularity  0.9052   centerXYZ  16.64  9.80   10.03 
frameID 4        index 76       77       96       98       79       78       area  5.7927   circularity  0.9043   centerXYZ  18.91  8.49   9.97  
frameID 5        index 3        5        24       25       23       22       area  5.7479   circularity  0.9045   centerXYZ  3.32   2.13   10.13 
frameID 5        index 4        6        87       86       84       85       area  5.6125   circularity  0.9062   centerXYZ  5.57   11.06  9.94  
frameID 5        index 7        9        28       29       27       26       area  5.7090   circularity  0.9056   centerXYZ  7.79   2.12   10.13 
frameID 5        index 8        10       91       90       88       89       area  5.7545   circularity  0.9062   centerXYZ  9.98   11.13  9.98  
frameID 5        index 11       13       32       33       31       30       area  5.6656   circularity  0.9065   centerXYZ  12.20  2.18   10.07 
frameID 5        index 12       14       95       94       92       93       area  5.6566   circularity  0.9059   centerXYZ  14.42  11.08  10.03 
frameID 5        index 15       17       36       37       35       34       area  5.9466   circularity  0.9063   centerXYZ  16.70  2.05   10.11 
frameID 5        index 16       18       99       98       96       97       area  5.8169   circularity  0.9066   centerXYZ  18.94  11.02  9.94  
frameID 5        index 23       25       44       45       43       42       area  5.6231   circularity  0.9058   centerXYZ  3.35   4.66   10.10 
frameID 5        index 24       25       44       46       27       26       area  5.6525   circularity  0.9060   centerXYZ  5.55   3.39   10.13 
frameID 5        index 27       29       48       49       47       46       area  5.9449   circularity  0.9063   centerXYZ  7.80   4.68   10.14 
frameID 5        index 28       29       48       50       31       30       area  5.5580   circularity  0.9059   centerXYZ  10.02  3.41   10.11 
frameID 5        index 31       33       52       53       51       50       area  5.5316   circularity  0.9058   centerXYZ  12.22  4.69   10.17 
frameID 5        index 32       33       52       54       35       34       area  5.8843   circularity  0.9033   centerXYZ  14.46  3.40   10.13 
frameID 5        index 35       37       56       57       55       54       area  5.6627   circularity  0.9062   centerXYZ  16.74  4.67   10.04 
frameID 5        index 36       37       56       58       39       38       area  5.7195   circularity  0.9059   centerXYZ  18.94  3.39   10.00 
frameID 5        index 43       45       64       65       63       62       area  5.6031   circularity  0.9066   centerXYZ  3.36   7.21   9.86  
frameID 5        index 44       45       64       66       47       46       area  5.7867   circularity  0.9067   centerXYZ  5.55   5.96   10.01 
frameID 5        index 48       49       68       70       51       50       area  5.5223   circularity  0.9064   centerXYZ  10.03  5.96   10.13 
frameID 5        index 51       53       72       73       71       70       area  5.6930   circularity  0.9063   centerXYZ  12.22  7.22   10.14 
frameID 5        index 52       53       72       74       55       54       area  5.9818   circularity  0.9062   centerXYZ  14.49  5.95   10.14 
frameID 5        index 55       57       76       77       75       74       area  5.6224   circularity  0.9032   centerXYZ  16.68  7.27   9.99  
frameID 5        index 56       57       76       78       59       58       area  5.5216   circularity  0.9038   centerXYZ  18.88  5.93   9.95  
frameID 5        index 63       65       84       85       83       82       area  5.7412   circularity  0.9056   centerXYZ  3.34   9.77   9.85  
frameID 5        index 64       65       84       86       67       66       area  5.7286   circularity  0.9057   centerXYZ  5.56   8.53   9.89  
frameID 5        index 67       69       88       89       87       86       area  5.5116   circularity  0.9060   centerXYZ  7.78   9.84   9.93  
frameID 5        index 71       73       92       93       91       90       area  5.8208   circularity  0.9063   centerXYZ  12.19  9.83   10.08 
frameID 5        index 72       73       92       94       75       74       area  5.7505   circularity  0.9058   centerXYZ  14.42  8.53   10.08 
frameID 5        index 75       77       96       97       95       94       area  5.6176   circularity  0.9047   centerXYZ  16.66  9.77   9.99  
frameID 5        index 76       77       96       98       79       78       area  5.5809   circularity  0.9063   centerXYZ  18.87  8.48   9.92  
